brand,ingredient,count,share
BIOEFFECT,Glycerin,4,0.10810810810810811
BIOEFFECT,Sodium Chloride,4,0.10810810810810811
BIOEFFECT,Sodium Hyaluronate,4,0.10810810810810811
BIOEFFECT,Water,4,0.10810810810810811
BIOEFFECT,Hordeum Vulgare Seed Extract,3,0.08108108108108109
BIOEFFECT,Carbomer,2,0.05405405405405406
BIOEFFECT,EGF (Barley Sh-Oligopeptide-1).,2,0.05405405405405406
BIOEFFECT,Phenoxyethanol,2,0.05405405405405406
BIOEFFECT,Tromethamine,2,0.05405405405405406
BIOEFFECT,Butylene Glycol,1,0.02702702702702703
BIOEFFECT,EGF (Barley Sh-Oligopeptide-1),1,0.02702702702702703
BIOEFFECT,Egf (Barley Sh-Oligopeptide-1).,1,0.02702702702702703
BIOEFFECT,Hordeum Vulgare Seed Exract,1,0.02702702702702703
BIOEFFECT,Il-1a (Barley Sh-Polypeptide-17),1,0.02702702702702703
BIOEFFECT,KGF (Barley Sh-Polypeptide-3).,1,0.02702702702702703
