brand,ingredient,count,share
KORA ORGANICS,Morinda Citrifolia (Noni) Fruit Extract*,2,0.05555555555555555
KORA ORGANICS,Tocopherol,2,0.05555555555555555
KORA ORGANICS,**From essential oils.,1,0.027777777777777776
KORA ORGANICS,Beta-Sitosterol,1,0.027777777777777776
KORA ORGANICS,Calendula Officinalis Flower Extract*,1,0.027777777777777776
KORA ORGANICS,Caprylic/Capric Triglyceride,1,0.027777777777777776
KORA ORGANICS,Caprylic/capric Triglyceride,1,0.027777777777777776
KORA ORGANICS,Caryodendron Orinocense Seed Oil,1,0.027777777777777776
KORA ORGANICS,Citronellol**,1,0.027777777777777776
KORA ORGANICS,Coffee Arabica Seed Extract,1,0.027777777777777776
KORA ORGANICS,Dicaprylyl Carbonate,1,0.027777777777777776
KORA ORGANICS,Eugenia Caryophyllus (Clove) Flower Extract,1,0.027777777777777776
KORA ORGANICS,Farnesol** Citral**.,1,0.027777777777777776
KORA ORGANICS,Geraniol**,1,0.027777777777777776
KORA ORGANICS,Helianthus Annuus (Sunflower) Seed Oil*,1,0.027777777777777776
