brand,ingredient,count,share
SKIN LAUNDRY,Disodium EDTA,5,0.041666666666666664
SKIN LAUNDRY,Glycerin,5,0.041666666666666664
SKIN LAUNDRY,Water,5,0.041666666666666664
SKIN LAUNDRY,Butylene Glycol,3,0.025
SKIN LAUNDRY,Caprylyl Glycol,3,0.025
SKIN LAUNDRY,Carbomer,3,0.025
SKIN LAUNDRY,Niacinamide,3,0.025
SKIN LAUNDRY,Sodium Hyaluronate,3,0.025
SKIN LAUNDRY,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,2,0.016666666666666666
SKIN LAUNDRY,Adenosine,2,0.016666666666666666
SKIN LAUNDRY,Apium Graveolens (Celery) Extract,2,0.016666666666666666
SKIN LAUNDRY,Betaine,2,0.016666666666666666
SKIN LAUNDRY,Brassica Oleracea Capitata (Cabbage) Leaf Extract,2,0.016666666666666666
SKIN LAUNDRY,Brassica Oleracea Italica (Broccoli) Extract,2,0.016666666666666666
SKIN LAUNDRY,Brassica Rapa (Turnip) Leaf Extract,2,0.016666666666666666
