brand,num_products,avg_price,avg_rating,avg_actives,overlap_with_skin_topN,coverage_skin_topN,avg_lift_vs_label,num_high_lift(>1.5),avg_distinctiveness,num_distinct(>2x_label),example_overlap,price_per_active
LANEIGE,2,35.0,4.1,4.0,6,0.4,1.054,1,2.177,3,"Water, Ethylhexylglycerin, Glycerin",8.75
OLEHENRIKSEN,2,40.0,4.05,3.5,9,0.6,1.031,0,1.881,4,"Phenoxyethanol, Water, Glycerin",11.43
FIRST AID BEAUTY,6,32.0,3.8,5.67,8,0.533,0.995,0,2.205,3,"Glycerin, Water, Phenoxyethanol",5.65
PETER THOMAS ROTH,3,51.67,4.07,11.67,9,0.6,0.967,0,1.646,2,"Water, Butylene Glycol, Glycerin",4.43
PERRICONE MD,2,45.0,3.7,3.0,8,0.533,0.96,0,1.721,5,"Water, Glycerin, Phenoxyethanol",15.0
TARTE,2,30.0,4.1,7.0,8,0.533,0.956,0,1.944,4,"Water, Phenoxyethanol, Glycerin",4.29
CLARINS,2,47.5,3.7,2.0,11,0.733,0.927,0,1.82,4,"Glycerin, Water, Phenoxyethanol",23.75
SHISEIDO,2,51.0,2.15,4.0,7,0.467,0.908,0,1.739,3,"Butylene Glycol, Glycerin, Water",12.75
KIEHL'S SINCE 1851,6,34.67,3.75,4.33,8,0.533,0.892,0,1.829,6,"Water, Phenoxyethanol, Glycerin",8.0
CLINIQUE,4,29.0,3.92,5.5,9,0.6,0.871,0,1.529,1,"Butylene Glycol, Phenoxyethanol, Water",5.27
ORIGINS,2,36.5,4.0,9.5,8,0.533,0.836,0,1.318,1,"Butylene Glycol, Glycerin, Sodium Hyaluronate",3.84
