brand,num_products,avg_price,avg_rating,avg_actives,overlap_with_skin_topN,coverage_skin_topN,avg_lift_vs_label,num_high_lift(>1.5),avg_distinctiveness,num_distinct(>2x_label),example_overlap,price_per_active
ALGENIST,7,88.71,4.27,5.71,9,0.6,0.919,0,1.724,3,"Glycerin, Water, Caprylyl Glycol",15.52
BECCA,2,38.0,3.9,1.5,5,0.333,0.977,0,3.52,6,"Water, Butylene Glycol, Carbomer",25.33
CAUDALIE,9,64.56,4.22,3.33,6,0.4,0.954,0,1.94,3,"Water, Caprylyl Glycol, Potassium Sorbate",19.37
CLARINS,3,76.33,4.13,3.67,11,0.733,1.017,0,2.013,6,"Glycerin, Water, Phenoxyethanol",20.82
CLINIQUE,4,46.5,3.82,5.75,9,0.6,0.955,0,1.868,3,"Butylene Glycol, Phenoxyethanol, Water",8.09
DIOR,7,108.0,4.69,0.0,0,0.0,,0,,0,,108.0
DR. BRANDT SKINCARE,6,75.33,3.92,6.17,9,0.6,0.995,1,1.555,4,"Phenoxyethanol, Water, Glycerin",12.22
DR. DENNIS GROSS SKINCARE,7,79.0,4.41,7.0,6,0.4,0.944,0,1.733,3,"Glycerin, Water, Butylene Glycol",11.29
DR. JART+,3,44.67,4.23,7.0,6,0.4,1.025,0,1.691,3,"Butylene Glycol, Glycerin, Water",6.38
DRUNK ELEPHANT,5,43.8,4.2,6.6,7,0.467,0.963,0,1.922,5,"Glycerin, Caprylyl Glycol, Water",6.64
ESTÉE LAUDER,2,86.5,4.65,8.5,7,0.467,0.955,0,1.881,3,"Butylene Glycol, Phenoxyethanol, Sodium Hyaluronate",10.18
FIRST AID BEAUTY,4,39.5,4.35,8.25,8,0.533,0.916,0,1.966,1,"Glycerin, Water, Phenoxyethanol",4.79
GLAMGLOW,2,59.0,4.1,6.0,9,0.6,0.988,0,1.992,6,"Glycerin, Phenoxyethanol, Water",9.83
HERBIVORE,2,55.0,4.4,3.0,1,0.067,1.056,0,1.295,0,Glycerin,18.33
IT COSMETICS,3,41.33,3.87,16.67,7,0.467,1.037,0,1.47,2,"Butylene Glycol, Glycerin, Phenoxyethanol",2.48
KATE SOMERVILLE,9,67.78,4.21,5.56,9,0.6,0.971,1,1.619,4,"Water, Glycerin, Phenoxyethanol",12.2
KIEHL'S SINCE 1851,5,45.0,4.1,3.6,8,0.533,0.996,1,1.964,4,"Water, Phenoxyethanol, Glycerin",12.5
KORRES,3,82.67,4.27,7.0,6,0.4,0.919,0,1.992,6,"Water, Glycerin, Phenoxyethanol",11.81
LANCÔME,3,99.67,4.43,2.33,5,0.333,0.923,0,2.06,4,"Water, Glycerin, Phenoxyethanol",42.71
MOON JUICE,2,48.5,4.7,6.5,4,0.267,1.064,0,5.736,6,"Citric Acid, Glycerin, Tocopherol",7.46
MURAD,11,55.45,4.17,6.45,6,0.4,0.947,0,1.946,3,"Butylene Glycol, Water, Phenoxyethanol",8.59
OLEHENRIKSEN,5,65.8,4.26,6.8,9,0.6,0.993,0,1.8,3,"Phenoxyethanol, Water, Glycerin",9.68
ORIGINS,5,45.4,4.04,6.4,8,0.533,0.909,0,1.728,4,"Butylene Glycol, Glycerin, Sodium Hyaluronate",7.09
PEACE OUT,2,19.0,4.25,1.5,3,0.2,1.072,0,7.253,6,"Butylene Glycol, Carbomer, Glycerin",12.67
PERRICONE MD,6,94.5,4.28,4.67,8,0.533,0.897,0,1.46,2,"Water, Glycerin, Phenoxyethanol",20.25
PETER THOMAS ROTH,11,57.82,4.31,4.55,9,0.6,0.959,0,1.582,3,"Water, Butylene Glycol, Glycerin",12.72
REN CLEAN SKINCARE,4,50.25,4.22,1.25,5,0.333,0.945,0,1.528,2,"Glycerin, Phenoxyethanol, Tocopherol",40.2
SHISEIDO,3,98.0,4.03,3.67,7,0.467,0.961,0,2.163,7,"Butylene Glycol, Glycerin, Water",26.73
SUNDAY RILEY,2,70.0,4.1,7.5,7,0.467,0.953,0,1.621,2,"Phenoxyethanol, Water, Caprylyl Glycol",9.33
TATA HARPER,2,99.0,3.95,6.5,2,0.133,0.89,0,3.52,4,"Glycerin, Caprylic/Capric Triglyceride",15.23
