brand,num_products,avg_price,avg_rating,avg_actives,overlap_with_skin_topN,coverage_skin_topN,avg_lift_vs_label,num_high_lift(>1.5),avg_distinctiveness,num_distinct(>2x_label),example_overlap,price_per_active
BIOSSANCE,3,46.67,4.47,4.33,9,0.6,1.041,0,2.646,7,"Water, Caprylic/Capric Triglyceride, Glycerin",10.77
CLINIQUE,6,35.33,4.33,5.5,9,0.6,1.007,0,1.879,4,"Butylene Glycol, Phenoxyethanol, Water",6.42
KIEHL'S SINCE 1851,6,36.0,4.33,4.83,9,0.6,0.985,0,1.887,3,"Water, Phenoxyethanol, Glycerin",7.45
OLEHENRIKSEN,6,45.67,4.32,7.0,9,0.6,1.122,0,2.168,5,"Phenoxyethanol, Water, Glycerin",6.52
FIRST AID BEAUTY,7,32.86,4.23,5.57,9,0.6,1.05,0,2.289,2,"Glycerin, Water, Phenoxyethanol",5.9
GLAMGLOW,4,54.0,4.15,6.75,9,0.6,1.075,0,2.103,7,"Glycerin, Phenoxyethanol, Water",8.0
DRUNK ELEPHANT,2,50.0,4.35,2.5,8,0.533,1.048,0,2.158,7,"Glycerin, Caprylyl Glycol, Water",20.0
TARTE,2,38.0,4.35,3.0,8,0.533,1.075,0,1.849,4,"Water, Phenoxyethanol, Glycerin",12.67
BOBBI BROWN,2,53.5,4.2,3.5,8,0.533,0.984,0,2.185,9,"Water, Butylene Glycol, Glycerin",15.29
PHILOSOPHY,4,46.75,4.2,2.75,8,0.533,1.06,0,1.748,5,"Glycerin, Water, Phenoxyethanol",17.0
SMASHBOX,3,38.67,4.03,5.33,8,0.533,1.008,0,2.182,4,"Water, Butylene Glycol, Phenoxyethanol",7.25
SHISEIDO,2,42.5,4.4,3.0,7,0.467,0.909,0,1.973,7,"Butylene Glycol, Glycerin, Water",14.17
MURAD,3,46.67,4.37,9.33,7,0.467,1.074,0,1.961,3,"Butylene Glycol, Water, Phenoxyethanol",5.0
ORIGINS,8,42.88,4.2,6.88,7,0.467,0.939,0,1.907,6,"Butylene Glycol, Glycerin, Sodium Hyaluronate",6.24
IT COSMETICS,5,40.0,4.14,14.4,7,0.467,1.149,1,1.664,3,"Butylene Glycol, Glycerin, Phenoxyethanol",2.78
LANEIGE,4,33.5,4.5,5.75,6,0.4,1.168,1,2.472,3,"Water, Ethylhexylglycerin, Glycerin",5.83
KORRES,2,51.0,4.4,6.0,6,0.4,1.078,0,2.029,3,"Water, Glycerin, Phenoxyethanol",8.5
CAUDALIE,5,31.2,4.34,3.4,6,0.4,1.131,0,2.372,7,"Water, Caprylyl Glycol, Potassium Sorbate",9.18
FARMACY,3,50.33,4.33,5.67,6,0.4,1.189,2,1.822,4,"Glycerin, Water, Caprylic/Capric Triglyceride",8.88
ERBORIAN,2,41.5,4.25,2.5,6,0.4,0.975,0,2.445,5,"Butylene Glycol, Water, Ethylhexylglycerin",16.6
DR. JART+,3,45.33,4.2,4.33,6,0.4,1.213,2,2.699,6,"Butylene Glycol, Glycerin, Water",10.46
LANCÔME,2,51.5,4.4,1.5,5,0.333,0.916,0,1.794,4,"Water, Glycerin, Phenoxyethanol",34.33
AMOREPACIFIC,2,55.0,4.2,3.0,5,0.333,1.099,1,2.402,6,"Butylene Glycol, Glycerin, Water",18.33
BELIF,2,36.0,4.6,8.0,4,0.267,1.025,2,2.932,7,"Water, Glycerin, Butylene Glycol",4.5
YOUTH TO THE PEOPLE,2,53.0,4.5,9.0,4,0.267,1.079,0,3.38,5,"Ethylhexylglycerin, Phenoxyethanol, Water",5.89
GLOW RECIPE,2,42.0,4.1,3.0,4,0.267,1.089,0,2.836,2,"Glycerin, Sodium Hyaluronate, Xanthan Gum",14.0
SATURDAY SKIN,2,44.0,4.6,3.5,3,0.2,1.341,2,3.576,2,"Glycerin, Water, Butylene Glycol",12.57
JOSIE MARAN,5,40.0,4.2,2.6,3,0.2,1.068,0,1.554,0,"Phenoxyethanol, Butylene Glycol, Caprylyl Glycol",15.38
HERBIVORE,4,44.25,4.22,4.0,1,0.067,0.953,0,2.577,1,Glycerin,11.06
GUERLAIN,3,44.33,4.2,0.33,0,0.0,,0,,0,,44.33
